curid,k,cube,measure,byclause,nparents,forclause,nsiblings,id,benchmark_time,comparison_time,label_time,benchmark,comparison,label,sql,card
54da798f-4eb0-4cf1-bef0-3e1301064175,3,SSBORA,QUANTITY,"['NATION', 'YEAR', 'CATEGORY']",3,"['NATION', 'CATEGORY', 'YEAR']",3,"QUANTITY-['NATION', 'YEAR', 'CATEGORY']-['NATION', 'CATEGORY', 'YEAR']",25.363065719604492,2.384185791015625e-07,4.76837158203125e-07,0,0,0,"select s.*,p.region,p.alldate,p.allproduct,p.region_population from (select t1.nation,t1.year,t1.category,t1.quantity,""ROMANIA_19237691"" as ""ROMANIA"",""ROMANIA_19237691""*population/19237691 as ""ROMANIA_population"",""FRANCE_65273511"" as ""FRANCE"",""FRANCE_65273511""*population/65273511 as ""FRANCE_population"",""RUSSIA_146000000"" as ""RUSSIA"",""RUSSIA_146000000""*population/146000000 as ""RUSSIA_population"",""UNITED KINGDOM_67886011"" as ""UNITED KINGDOM"",""UNITED KINGDOM_67886011""*population/67886011 as ""UNITED KINGDOM_population"",""MFGR#31"" ,""MFGR#15"" ,""MFGR#44"" ,""MFGR#45"" ,""MFGR#21"" ,""MFGR#13"" ,""MFGR#22"" ,""MFGR#32"" ,""MFGR#43"" ,""MFGR#14"" ,""MFGR#23"" ,""MFGR#24"" ,""MFGR#25"" ,""MFGR#33"" ,""MFGR#52"" ,""MFGR#53"" ,""MFGR#54"" ,""MFGR#55"" ,""MFGR#35"" ,""MFGR#51"" ,""MFGR#11"" ,""MFGR#34"" ,""MFGR#41"" ,""MFGR#42"" ,""1997"" ,""1993"" ,""1996"" ,""1998"" ,""1995"" ,""1994""  from ((select 'GERMANY' as nation , 84000000 as population, t.* from (SELECT sum(quantity) as quantity, customer2.nation, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR = '1992' AND CUSTOMER2.NATION in ('GERMANY','ROMANIA','FRANCE','RUSSIA','UNITED KINGDOM') GROUP BY customer2.nation, date2.year, part2.category ORDER BY customer2.nation, date2.year, part2.category) pivot (sum(quantity) for nation in ('GERMANY' as ""QUANTITY"", 'ROMANIA' as ""ROMANIA_19237691"", 'FRANCE' as ""FRANCE_65273511"", 'RUSSIA' as ""RUSSIA_146000000"", 'UNITED KINGDOM' as ""UNITED KINGDOM_67886011"")) t) t1 join (select 'MFGR#12' as category , t.* from (SELECT sum(quantity) as quantity, customer2.nation, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE DATE2.YEAR = '1992' AND CUSTOMER2.NATION in ('GERMANY','ROMANIA','FRANCE','RUSSIA','UNITED KINGDOM') AND CUSTOMER2.NATION = 'GERMANY' AND PART2.CATEGORY in ('MFGR#12','MFGR#31','MFGR#15','MFGR#44','MFGR#45','MFGR#21','MFGR#13','MFGR#22','MFGR#32','MFGR#43','MFGR#14','MFGR#23','MFGR#24','MFGR#25','MFGR#33','MFGR#52','MFGR#53','MFGR#54','MFGR#55','MFGR#35','MFGR#51','MFGR#11','MFGR#34','MFGR#41','MFGR#42') GROUP BY customer2.nation, date2.year, part2.category ORDER BY customer2.nation, date2.year, part2.category) pivot (sum(quantity) for category in ('MFGR#12' as ""QUANTITY"", 'MFGR#31' as ""MFGR#31"", 'MFGR#15' as ""MFGR#15"", 'MFGR#44' as ""MFGR#44"", 'MFGR#45' as ""MFGR#45"", 'MFGR#21' as ""MFGR#21"", 'MFGR#13' as ""MFGR#13"", 'MFGR#22' as ""MFGR#22"", 'MFGR#32' as ""MFGR#32"", 'MFGR#43' as ""MFGR#43"", 'MFGR#14' as ""MFGR#14"", 'MFGR#23' as ""MFGR#23"", 'MFGR#24' as ""MFGR#24"", 'MFGR#25' as ""MFGR#25"", 'MFGR#33' as ""MFGR#33"", 'MFGR#52' as ""MFGR#52"", 'MFGR#53' as ""MFGR#53"", 'MFGR#54' as ""MFGR#54"", 'MFGR#55' as ""MFGR#55"", 'MFGR#35' as ""MFGR#35"", 'MFGR#51' as ""MFGR#51"", 'MFGR#11' as ""MFGR#11"", 'MFGR#34' as ""MFGR#34"", 'MFGR#41' as ""MFGR#41"", 'MFGR#42' as ""MFGR#42"")) t) t2 on (t1.nation = t2.nation and t1.year = t2.year and t1.category = t2.category) join (select '1992' as year , t.* from (SELECT sum(quantity) as quantity, customer2.nation, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE CUSTOMER2.NATION in ('GERMANY','ROMANIA','FRANCE','RUSSIA','UNITED KINGDOM') AND CUSTOMER2.NATION = 'GERMANY' AND PART2.CATEGORY in ('MFGR#12','MFGR#31','MFGR#15','MFGR#44','MFGR#45','MFGR#21','MFGR#13','MFGR#22','MFGR#32','MFGR#43','MFGR#14','MFGR#23','MFGR#24','MFGR#25','MFGR#33','MFGR#52','MFGR#53','MFGR#54','MFGR#55','MFGR#35','MFGR#51','MFGR#11','MFGR#34','MFGR#41','MFGR#42') AND PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR in ('1997','1993','1996','1998','1995','1994','1992') GROUP BY customer2.nation, date2.year, part2.category ORDER BY customer2.nation, date2.year, part2.category) pivot (sum(quantity) for year in ('1997' as ""1997"", '1993' as ""1993"", '1996' as ""1996"", '1998' as ""1998"", '1995' as ""1995"", '1994' as ""1994"", '1992' as ""QUANTITY"")) t) t3 on (t2.nation = t3.nation and t2.year = t3.year and t2.category = t3.category))) s join (select t0.nation,t0.year,t0.category,region_population*population as region_population,t0.quantity,t1.quantity as region,t2.quantity as alldate,t3.quantity as allproduct from (SELECT sum(quantity) as quantity, customer2.nation, date2.year, part2.category, customer2.region, customer2.population FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE CUSTOMER2.NATION = 'GERMANY' AND PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR = '1992' GROUP BY customer2.nation, date2.year, part2.category, customer2.region, customer2.population ORDER BY customer2.nation, date2.year, part2.category, customer2.region, customer2.population) t0 join (SELECT sum(quantity)/count(distinct CUSTOMER2.nation) as quantity, sum(quantity)/sum(distinct CUSTOMER2.population) as region_population, date2.year, part2.category, customer2.region FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY WHERE PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR = '1992' GROUP BY date2.year, part2.category, customer2.region ORDER BY date2.year, part2.category, customer2.region) t1 on (t0.year = t1.year and t0.category = t1.category and t0.region = t1.region) join (SELECT sum(quantity)/count(distinct DATE2.year) as quantity, customer2.nation, part2.category FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE CUSTOMER2.NATION = 'GERMANY' AND PART2.CATEGORY = 'MFGR#12' GROUP BY customer2.nation, part2.category ORDER BY customer2.nation, part2.category) t2 on (t0.nation = t2.nation and 1=1 and t0.category = t2.category) join (SELECT sum(quantity)/count(distinct PART2.category) as quantity, customer2.nation, date2.year FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE CUSTOMER2.NATION = 'GERMANY' AND DATE2.YEAR = '1992' GROUP BY customer2.nation, date2.year ORDER BY customer2.nation, date2.year) t3 on (t0.nation = t3.nation and t0.year = t3.year and 1=1)) p on (s.nation = p.nation and s.year = p.year and s.category = p.category)",1
54da798f-4eb0-4cf1-bef0-3e1301064175,3,SSBORA,QUANTITY,"['NATION', 'YEAR', 'CATEGORY']",3,"['NATION', 'CATEGORY', 'YEAR']",3,"QUANTITY-['NATION', 'YEAR', 'CATEGORY']-['NATION', 'CATEGORY', 'YEAR']",0.007577419281005859,0.04387187957763672,4.76837158203125e-07,1,0,0,"select t1.nation,t1.year,t1.category,t1.quantity,""RUSSIA"" as bc_quantity from ((select 'GERMANY' as nation , t.* from (SELECT sum(quantity) as quantity, customer2.nation, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR = '1992' AND CUSTOMER2.NATION in ('RUSSIA','GERMANY') GROUP BY customer2.nation, date2.year, part2.category ORDER BY customer2.nation, date2.year, part2.category) pivot (sum(quantity) for nation in ('RUSSIA' as ""RUSSIA"", 'GERMANY' as ""QUANTITY"")) t) t1)",1
54da798f-4eb0-4cf1-bef0-3e1301064175,3,SSBORA,QUANTITY,"['NATION', 'YEAR', 'CATEGORY']",3,"['NATION', 'CATEGORY', 'YEAR']",3,"QUANTITY-['NATION', 'YEAR', 'CATEGORY']-['NATION', 'CATEGORY', 'YEAR']",0.0014729499816894531,4.2438507080078125e-05,0.023914813995361328,1,1,0,"select t1.nation,t1.year,t1.category,t1.quantity,""RUSSIA"" as bc_quantity from ((select 'GERMANY' as nation , t.* from (SELECT sum(quantity) as quantity, customer2.nation, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN CUSTOMER2 ON CUSTOMER2.CUSTKEY = FT.CUSTKEY INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR = '1992' AND CUSTOMER2.NATION in ('RUSSIA','GERMANY') GROUP BY customer2.nation, date2.year, part2.category ORDER BY customer2.nation, date2.year, part2.category) pivot (sum(quantity) for nation in ('RUSSIA' as ""RUSSIA"", 'GERMANY' as ""QUANTITY"")) t) t1)",1
01083067-082f-4608-ab5d-e50ff2ed3b57,3,SSBORA,QUANTITY,"['YEAR', 'CATEGORY']",2,"['YEAR', 'CATEGORY']",2,"QUANTITY-['YEAR', 'CATEGORY']-['YEAR', 'CATEGORY']",19.087655544281006,2.384185791015625e-07,2.384185791015625e-07,0,0,0,"select s.*,p.alldate,p.allproduct from (select t1.year,t1.category,t1.quantity,""1997"" ,""1993"" ,""1996"" ,""1998"" ,""1995"" ,""1994"" ,""MFGR#31"" ,""MFGR#15"" ,""MFGR#44"" ,""MFGR#45"" ,""MFGR#21"" ,""MFGR#13"" ,""MFGR#22"" ,""MFGR#32"" ,""MFGR#43"" ,""MFGR#14"" ,""MFGR#23"" ,""MFGR#24"" ,""MFGR#25"" ,""MFGR#33"" ,""MFGR#52"" ,""MFGR#53"" ,""MFGR#54"" ,""MFGR#55"" ,""MFGR#35"" ,""MFGR#51"" ,""MFGR#11"" ,""MFGR#34"" ,""MFGR#41"" ,""MFGR#42""  from ((select '1992' as year , t.* from (SELECT sum(quantity) as quantity, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE PART2.CATEGORY = 'MFGR#12' AND DATE2.YEAR in ('1997','1993','1996','1998','1995','1994','1992') GROUP BY date2.year, part2.category ORDER BY date2.year, part2.category) pivot (sum(quantity) for year in ('1997' as ""1997"", '1993' as ""1993"", '1996' as ""1996"", '1998' as ""1998"", '1995' as ""1995"", '1994' as ""1994"", '1992' as ""QUANTITY"")) t) t1 join (select 'MFGR#12' as category , t.* from (SELECT sum(quantity) as quantity, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE DATE2.YEAR in ('1997','1993','1996','1998','1995','1994','1992') AND DATE2.YEAR = '1992' AND PART2.CATEGORY in ('MFGR#12','MFGR#31','MFGR#15','MFGR#44','MFGR#45','MFGR#21','MFGR#13','MFGR#22','MFGR#32','MFGR#43','MFGR#14','MFGR#23','MFGR#24','MFGR#25','MFGR#33','MFGR#52','MFGR#53','MFGR#54','MFGR#55','MFGR#35','MFGR#51','MFGR#11','MFGR#34','MFGR#41','MFGR#42') GROUP BY date2.year, part2.category ORDER BY date2.year, part2.category) pivot (sum(quantity) for category in ('MFGR#12' as ""QUANTITY"", 'MFGR#31' as ""MFGR#31"", 'MFGR#15' as ""MFGR#15"", 'MFGR#44' as ""MFGR#44"", 'MFGR#45' as ""MFGR#45"", 'MFGR#21' as ""MFGR#21"", 'MFGR#13' as ""MFGR#13"", 'MFGR#22' as ""MFGR#22"", 'MFGR#32' as ""MFGR#32"", 'MFGR#43' as ""MFGR#43"", 'MFGR#14' as ""MFGR#14"", 'MFGR#23' as ""MFGR#23"", 'MFGR#24' as ""MFGR#24"", 'MFGR#25' as ""MFGR#25"", 'MFGR#33' as ""MFGR#33"", 'MFGR#52' as ""MFGR#52"", 'MFGR#53' as ""MFGR#53"", 'MFGR#54' as ""MFGR#54"", 'MFGR#55' as ""MFGR#55"", 'MFGR#35' as ""MFGR#35"", 'MFGR#51' as ""MFGR#51"", 'MFGR#11' as ""MFGR#11"", 'MFGR#34' as ""MFGR#34"", 'MFGR#41' as ""MFGR#41"", 'MFGR#42' as ""MFGR#42"")) t) t2 on (t1.year = t2.year and t1.category = t2.category))) s join (select t0.year,t0.category,t0.quantity,t1.quantity as alldate,t2.quantity as allproduct from (SELECT sum(quantity) as quantity, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE DATE2.YEAR = '1992' AND PART2.CATEGORY = 'MFGR#12' GROUP BY date2.year, part2.category ORDER BY date2.year, part2.category) t0 join (SELECT sum(quantity)/count(distinct DATE2.year) as quantity, part2.category FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE PART2.CATEGORY = 'MFGR#12' GROUP BY  part2.category ORDER BY  part2.category) t1 on (1=1 and t0.category = t1.category) join (SELECT sum(quantity)/count(distinct PART2.category) as quantity, date2.year FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE DATE2.YEAR = '1992' GROUP BY date2.year ORDER BY date2.year) t2 on (t0.year = t2.year and 1=1)) p on (s.year = p.year and s.category = p.category)",1
01083067-082f-4608-ab5d-e50ff2ed3b57,3,SSBORA,QUANTITY,"['YEAR', 'CATEGORY']",2,"['YEAR', 'CATEGORY']",2,"QUANTITY-['YEAR', 'CATEGORY']-['YEAR', 'CATEGORY']",0.0015137195587158203,0.013546943664550781,4.76837158203125e-07,1,0,0,"select t1.year,t1.category,t1.quantity,""MFGR#33"" as bc_quantity from ((select 'MFGR#12' as category , t.* from (SELECT sum(quantity) as quantity, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE DATE2.YEAR = '1992' AND PART2.CATEGORY in ('MFGR#12','MFGR#33') GROUP BY date2.year, part2.category ORDER BY date2.year, part2.category) pivot (sum(quantity) for category in ('MFGR#12' as ""QUANTITY"", 'MFGR#33' as ""MFGR#33"")) t) t1)",1
01083067-082f-4608-ab5d-e50ff2ed3b57,3,SSBORA,QUANTITY,"['YEAR', 'CATEGORY']",2,"['YEAR', 'CATEGORY']",2,"QUANTITY-['YEAR', 'CATEGORY']-['YEAR', 'CATEGORY']",0.0033431053161621094,0.00011134147644042969,0.051622629165649414,1,1,0,"select t1.year,t1.category,t1.quantity,""MFGR#33"" as bc_quantity from ((select 'MFGR#12' as category , t.* from (SELECT sum(quantity) as quantity, date2.year, part2.category FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY INNER JOIN PART2 ON PART2.PARTKEY = FT.PARTKEY WHERE DATE2.YEAR = '1992' AND PART2.CATEGORY in ('MFGR#12','MFGR#33') GROUP BY date2.year, part2.category ORDER BY date2.year, part2.category) pivot (sum(quantity) for category in ('MFGR#12' as ""QUANTITY"", 'MFGR#33' as ""MFGR#33"")) t) t1)",1
b30ae92a-37ec-4ccc-a7c8-92119d4ab626,3,SSBORA,QUANTITY,"['YEAR']",1,"['YEAR']",1,"QUANTITY-['YEAR']-['YEAR']",12.533342361450195,2.384185791015625e-07,2.384185791015625e-07,0,0,0,"select s.*,p.alldate from (select t1.year,t1.quantity,""1997"" ,""1993"" ,""1996"" ,""1998"" ,""1995"" ,""1994""  from ((select '1992' as year , t.* from (SELECT sum(quantity) as quantity, date2.year FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY WHERE DATE2.YEAR in ('1997','1993','1996','1998','1995','1994','1992') GROUP BY date2.year ORDER BY date2.year) pivot (sum(quantity) for year in ('1997' as ""1997"", '1993' as ""1993"", '1996' as ""1996"", '1998' as ""1998"", '1995' as ""1995"", '1994' as ""1994"", '1992' as ""QUANTITY"")) t) t1)) s join (select t0.year,t0.quantity,t1.quantity as alldate from (SELECT sum(quantity) as quantity, date2.year FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY WHERE DATE2.YEAR = '1992' GROUP BY date2.year ORDER BY date2.year) t0 join (SELECT sum(quantity)/count(distinct DATE2.year) as quantity FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY  ) t1 on (1=1)) p on (s.year = p.year)",1
b30ae92a-37ec-4ccc-a7c8-92119d4ab626,3,SSBORA,QUANTITY,"['YEAR']",1,"['YEAR']",1,"QUANTITY-['YEAR']-['YEAR']",0.002581357955932617,0.028076887130737305,4.76837158203125e-07,1,0,0,"select t1.year,t1.quantity,""1997"" as bc_quantity from ((select '1992' as year , t.* from (SELECT sum(quantity) as quantity, date2.year FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY WHERE DATE2.YEAR in ('1997','1992') GROUP BY date2.year ORDER BY date2.year) pivot (sum(quantity) for year in ('1997' as ""1997"", '1992' as ""QUANTITY"")) t) t1)",1
b30ae92a-37ec-4ccc-a7c8-92119d4ab626,3,SSBORA,QUANTITY,"['YEAR']",1,"['YEAR']",1,"QUANTITY-['YEAR']-['YEAR']",0.0017855167388916016,4.792213439941406e-05,0.030417919158935547,1,1,0,"select t1.year,t1.quantity,""1997"" as bc_quantity from ((select '1992' as year , t.* from (SELECT sum(quantity) as quantity, date2.year FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY WHERE DATE2.YEAR in ('1997','1992') GROUP BY date2.year ORDER BY date2.year) pivot (sum(quantity) for year in ('1997' as ""1997"", '1992' as ""QUANTITY"")) t) t1)",1
1d8210bf-9744-4e98-85ef-62ae352688ca,3,SSBORA,QUANTITY,"['YEAR']",1,"['']",0,"QUANTITY-['YEAR']-['']",10.894036054611206,0.010522842407226562,4.76837158203125e-07,0,0,0,"select t0.year,t0.quantity,t1.quantity as alldate from (SELECT sum(quantity) as quantity, date2.year FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY GROUP BY date2.year ORDER BY date2.year) t0 join (SELECT sum(quantity)/count(distinct DATE2.year) as quantity FROM LINEORDER2 FT INNER JOIN DATE2 ON DATE2.DATEKEY = FT.DATEKEY  ) t1 on (1=1)",7
